paper_id,title,abstract
s2orc_12533,Compensating element to connect structural parts,"FIELD: construction. SUBSTANCE: invention relates to a compensating element to connect structural parts of fusible plastic. The compensating element comprises a hollow body of conical shape and at least one heating element. The heating element serves for at least partial heating along at least one of its inner surface and outer surface of the compensating element to set up a welded joint with structural parts. Cuts are applied as going away from each side edge of the hollow body. Some cuts stretch tightly to or beyond the predetermined plane of the compensating element providing for elasticity. At least one first cut goes off from the first side edge. At least one second cut goes off from the second side edge. Both cuts stretch tightly to or beyond the plane of the compensating element providing for elasticity. EFFECT: simplification and increased reliability of connection of structural parts from plastic. 14 cl, 12 dwg"
s2orc_12534,An Evaluation Model for Degree of Topic Relatedness Based on Dynamic Matching,"An evaluation model for degree of topic relatedness based on dynamic matching is proposed in this paper, which is based on web page segmentation and primary content block detection and is aimed at large scale web page collections. The evaluation model can suit automatically with inputted data type and is able to resolve partly the contradiction between time-consuming and accuracy rate. In addition, term weighting formula and nonlinear computing function which are the basis of the proposed evaluation model are improved in this paper after a lot of studies and experiments. The experimental results show that the evaluation model proposed in this paper performed better than present approaches."
s2orc_12535,Correlation Of Subgingival Temperature With Increasing Pocket Depth In Mandibular Arch Of Chronic Periodontitis Patients,"Periodontitis is a chronic inflammatory disease, manifesting itself as changes in gingival colour, contour, consistency, bleeding on probing, probing depth, attachment loss, as well as increase in subgingival temperature. In order to detect periodontal disease activity, subgingival temperature measurements can be used as a diagnostic parameter for it also lends itself to direct physical measurement. The purpose of the present study is to compare the correlation of subgingival temperature with increasing pocket depth and to study the effect of scaling and root planing on subgingival temperature in chronic periodontitis patients. 30 male subjects suffering from chronic periodontitis in age group of 30–50 years were selected for this study. At baseline examination, pocket depth and subgingival temperature were recorded. After 21 days of scaling and root planing, these parameters were reassessed and a decrease in both subgingival temperature and pocket depth parameters was found when compared with baseline."
s2orc_12536,Identifying benefits between the integration of Electric Vehicles and renewable power usage,"The impact of large-scale Electric Vehicles (EVs) deployment in electric power systems is a current issue under study by the scientific community. The integration of this type of electric component requires robust planning solutions to mitigate possible consequences from such integration. This paper explores the quantification of the amount of renewable sources, namely wind and hydro power, which can be safely integrated into power systems in a scenario of a mass integration of EVs. The increase of renewable power in the generation portfolio is analyzed under the framework of generating system adequacy assessment considering several EVs deployment scenarios and an adequate charging strategy. The analysis is carried for the planning configurations of the Portuguese and Spanish generating systems and the results are focused on the potential benefits of EV integration in terms of hydro and wind power usage."
s2orc_12537,Experimental and calculated frequencies of the Southeast Asian naw,"The naw, an Asian free‐reed gourd pipe, is constructed of pipes open at both ends with a free reed in the side of each pipe near one end. The pipes of the naw are cylindrical over a significant portion of their length but have a slightly tapered bore near the reed end. The bottom end of the pipe can be covered with the player’s thumb to bend the pitch. Previous research on the khaen, a similar instrument with a cylindrical bore, found that the sounding frequencies of the khaen are well approximated using the simple equation for an open cylindrical pipe. This is not possible for the naw. A method of transmission matrices has been used to calculate the theoretical resonant frequencies of the naw pipes, both open and closed. The calculated values agree well with the resonant frequencies determined experimentally by measuring the input impedance of the pipe. When blown normally, the open pipe sounds near its calculated frequency, while the closed pipe sounds slightly lower than the open pipe frequency. By und..."
s2orc_12538,HERBOSOMES - HERBAL DRUG IN NOVEL DRUG DELIVERY SYSTEM FOR THE MANAGEMENT OF PERIODONTAL DISEASE,"The effectiveness of any herbal medication is dependent on the delivery of effective level of the therapeutically active compounds. Severe limitation exists in their bioavailability when administered orally or topically. Herbosomes are recently introduced herbal formulations that are better absorbed and as a result produce better bioavailability and actions than the conventional botanical extracts. Herbal excipients are non-toxic and compatible they have a major role to play in pharmaceutical formulation. Herbal medicines have been widely used all over the world since ancient times and have been recognized by physicians and patients for their better therapeutic value as they have fewer adverse effects as compared to modern medicines. However, phytotherapeutics needs a scientific approach to deliver the components in a sustained manner to increase patient’s compliance and avoid repeated administration. This can be achieved by designing novel drug delivery systems for herbal constituents."
s2orc_12539,What’s Up with Vertical Mill Drives?,Drive systems for large vertical mills have proven to be a reliability issue for many cement producers. As mill sizes have increased over time the size of the motors and corresponding gear boxes have increased as well. The lack of reliability of these large and expensive drive sets has led to two outcomes; equipment suppliers have worked diligently to improve drive system design to provide a more robust drive. At the same time equipment owners have taken up different strategies to minimize potential losses from drive system failures.This paper will explore the evolution of vertical mill drive system designs. It will also focus on some of the strategies used by cement producers to offset potential losses from large vertical mill drive system failures. It will also explore techniques to monitor and preserve the operation of these drive systems.
s2orc_12540,"Learning to be Literate: Multilingual Perspectives, Viv Edwards : book review","Learning to be literate: Multilingual perspectives is an excellent book that introduces the fundamental aspects of language in education with a particular focus on literacy, multilingualism and the necessary changes for the teaching and learning of literacy in multilingual classrooms. The book focuses on theory and policy with regard to prevailing practices in the teaching and learning of literacy in multilingual settings. The author evaluates the similarities among studies conducted in various multilingual contexts. These range from immigrant children learning English in North America, the UK and Australia, to immersion and bilingual education programmes, and to the efforts to maintain heritage languages in South America and Africa."
s2orc_12541,"Synthesis and crystal structure of 3,4-trans-4, 5-trans-2-amino-3-cyano-1,3-dimethyloxycarbonyl-4, 5-di(3,4-methyl-enedioxylphenyl) cyclopentene","The 3,4-trans-4,5-trans-2-amino-3-cyano-1,3-dimethyloxycarbonyl-4,5-di-(3,4-methyl-enedioxylphenyl) cyclopentene has been synthesized and characterized by IR, 1H NMR, Elemental analysis, and X-ray crystallography. It crystallizes in the monoclinic space group P21/n, with a = 10.936(3) A, b = 10.142(3) A, c = 20.001(4) A, β = 93.81(2)°, and Dcalc = 1.390 g cm−3 for Z = 4. X-ray analysis reveals that the phenyl groups and the alkoxyl carbonyl group are in the equatorial positions. The dihedral angles between the phenyl groups and the central five-membered ring are 73.08° and 62.15°. In addition, there are intermolecular hydrogen bonds in the crystal lattices."
s2orc_12542,Design and Use of a 3D Prosthetic Leg in a Red-lored Amazon Parrot (Amazona autumnalis),"Abstract A three-dimensional (3D) prosthesis was designed and built for a red-lored Amazon parrot (Amazona autumnalis) with a pre-existing amputation of the distal left leg at the tibiotarsal-tarsometatarsal joint and injuries to the right leg caused by cage companion aggression. The prosthesis consisted of a straight main imprint, with a round element at both ends to provide stability, and a bridge connecting this to a socket without a bottom where the stump could be accommodated and held securely with self-adhesive bandaging. Over a 4-month period, 3 different 3D prosthetic models were made and evaluated. The first model was fitted, but the parrot would only use the tip of the main imprint to stand and walk. The second model was designed with a semicircular imprint with only 1 round element at the cranial end, a different bridge to accommodate the change to the main imprint, and the same socket. With these changes, the parrot was able to place the imprint of the prosthesis on the floor to stand and move..."
s2orc_12543,Restoring process and characterisation of ancient damaged parchments,"Parchment use a writing material is known from antiquity. Nevertheless the lack of knowledge about its structure makes difficult the identification of parchment measurable intrinsic properties sufficient for its characterisation and suitable for validating a possible conservative restoration. A restoring process developed by Politecnico di Milano in collaboration with Laboratorio di Restauro del libro antico del Monastero delle Benedettine di Viboldone (MI), to give back elasticity, size and shape to naturally aged and to fire-damaged parchment manuscripts is described in this paper. To quantitatively characterise the effects of this treatment, examination techniques at a multiscale-level are also reported. These techniques allow to investigate morphological, mechanical, structural and physico-chemical properties of damaged and undamaged ancient parchments before and after the restorative treatment."
s2orc_12544,Systems and methods for providing a protective circuit for the selective manipulation of several types of cable via the same connection,"This relates generally to the specification of a protection circuit for selectively handling of power supplying cables and headset cables, which can be coupled to the same port an electronic device. In some embodiments, the device may comprise a headset Rx chip for communication with the headset cable and a power-Rx chip for communicating with the power supplying cable. Since the headset Rx chip and the Power Rx chip can be coupled with the same contact of the terminal, these chips can each prevent them from working properly, or they can damage each other. Consequently, in some embodiments, it is determined whether a headset cable or a leistungsversorgendes cable is coupled to the device. When a headset cable is coupled to the device, the protection circuit can disconnect the power Rx chip. Likewise, the protection circuit can disconnect the headset Rx chip when a leistungsversorgendes cable is coupled to the device."
s2orc_12545,Climate Change Litigation: A Social Movement Perspective,"Climate change litigation has been the subject of intense academic debate in recent years, but there has been little research carried out on it in the UK or from a social movement perspective. The aim of this article is to use developing UK litigation associated, in particular, with coal fired power stations and airport expansion as case studies for examining the way in which the climate change movement and the state authorities and media have engaged in a subtle ‘framing’ war. The article sets out the idea of soft versus hard frames and argues that the movement’s attempt to employ soft frames in relation to coal and airports has often faced hard counter-framing from its adversaries."
s2orc_12546,Ethylene vinyl acetate polymer for latex calks,"PURPOSE: To provide the subject polymer for preventing the penetration of water to a building and the discharge of air comprising a filler, a vinyl ester of alkanoic acid, an alkyl acrylate, a specified emulsion in specified ratios. CONSTITUTION: The objective composition comprises (A) 30-80 wt.% of a filler, and (B) 30-70 wt.% of a polymer emulsion obtained by copolymerization of a monomer component consisting of (i) 30-70 pts.wt. of a vinyl ester of alkanoic acid, (ii) 15-60 pts.wt. of a (2-8C) alkylacrylate or (2-10C) dialkylmaleate, (iii) 10-30 pts.wt. of ethylene, (iv) 1-5 pts.wt. of an olefinically unsaturated monomer or dicarboxylic acid, (v) 0-5 pts.wt. of a multifunctional monomer, and (vi) 0-8 pts.wt. of a copolymerizable functional monomer having hydroxyl, amide or methylol substituents. COPYRIGHT: (C)1990,JPO"
s2orc_12547,Experimental Study on the Preparation of Cement Stone Coal Mine Slag Vanadium Extraction Residue,"Calcified roast method picking-up vanadium slag's composition was analyzed,the different proportions and different firing temperature of cement clinker which are raw materials composed of alternative clay raw materials and carbide slag,pyrite slag through calcinating were studied,physical examination for cement clinker was conducted,its X-ray diffraction( XRD) and electron microscope scanning( SEM) were analyzed. The results show that the various performance indicators of calcining cement clinker under the condition of KH = 0. 96,SM =2. 01,IM = 0. 86,T = 1450 ℃ are in line with the demand of GB / T21372-2008 portland cement clinker. Total amount of the C3S and C2S in cement clinker has reached basic chemical requirements of portland cement clinker. Therefore,calcified roast picking-up vanadium slag can be used as clay raw material."
s2orc_12548,Discrimination in urban credit markets: What we don't know and why we don't know it,"Abstract Research on discrimination in housing credit has focused primarily on the outcomes of a complex process in which many parties play a role. The lender— or prospective lender—is only one party in the process that results in decisions by individuals and households to buy homes and finance their purchases. To focus solely on lenders would make it difficult to measure the nature and extent of discrimination and its effects on housing outcomes. After discussing limitations of housing credit discrimination research, the author suggests two relatively underexplored areas: studying housing search behavior and auditing lenders to assess their treatment of prospective borrowers before the stage at which written loan applications are submitted. Both suggested avenues of research might better address three public policy questions for which our knowledge is incomplete: Is there discrimination? Where does it occur in the home‐buying process? What are the effects of discrimination on household behavior?"
s2orc_12549,Effect of Tetrodotoxin and Procaine on Cochlear Potentials,"Tetrodotoxin or procaine was introduced into the scala tympani or scala media. The cochlear potentials—including the negative potential in the organ of Corti—were recorded before, during, and after the introduction. Tetrodotoxin at a concentration of 5 × 10−8 and 1 × 10−7 g/ml blocked the action potential but had little effect on the resting potential and cochlear microphonic, when it was introduced into the scala tympani. On the other hand, the cochlear microphonic and action potential were depressed by 0.05%–0.1% procaine introduced into the scala tympani, whereas the endocochlear potential showed a temporary increase. The mechanism underlying the generation of the receptor potential is discussed, and it is concluded that the production of the cochlear microphonic depends on the presence of potassium ions in the endolymph."
s2orc_12550,Climato-Economic Imprints on Chinese Collectivism,"A still unsolved question is why humans create collectivism. A new theory proposes that poorer populations coping with more demanding winters or summers become more collectivist. Preliminary support comes from a province-level analysis of survey data from 1,662 native residents of 15 Chinese provinces. Collectivism is weakest in provinces with temperate climates irrespective of income (e.g., Guangdong), negligibly stronger in higher income provinces with demanding climates (e.g., Hunan), and strongest in lower income provinces with demanding climates (e.g., Heilongjiang). Multilevel analysis consolidates the results by demonstrating that collectivism at the provincial level fully mediates the interactive impact of climato-economic hardships on collectivist orientations at the individual level, suggesting that culture building is a collective top-down rather than bottom-up process."
s2orc_12551,Severity and course of delirium in medically hospitalized nursing facility residents.,"Delirium is a common and serious complication of medical illness in frail elderly patients. The authors report on a series of nursing facility delirium patients followed for 3 months during and after acute medical hospitalization. Delirium was persistent to time of death or hospital discharge in 72%. At 1 and 3 months, 55% and 25%, respectively, showed delirium. Mortality rate was high, with in-hospital and 3-month mortality rates of 18% and 47%, respectively. More severe delirium and failure to improve delirium while in the hospital were both associated with increased mortality. A purely hypoactive delirium vs. a hyperactive or mixed was associated with delirium persistence. Delirium is associated with high mortality and frequent persistence. Additional research is needed to clarify who is at risk for delirium with associated persistence and/or mortality."
s2orc_12552,SPSS and SAS programs for addressing interdependence and basic levels-of-analysis issues in psychological data,"Levels-of-analysis issues arise whenever individual-level data are collected from more than one person from the same dyad, family, classroom, work group, or other interaction unit. Interdependence in data from individuals in the same interaction units also violates the independence-of-observations assumption that underlies commonly used statistical tests. This article describes the data analysis challenges that are presented by these issues and presents SPSS and SAS programs for conducting appropriate analyses. The programs conduct the within- and-between-analyses described by Dansereau, Alutto, and Yammarino (1984) and the dyad-level analyses describedby Gonzalez and Griffin (1999) and Griffin and Gonzalez (1995). Contrasts with general multilevel modeling procedures are then discussed."
s2orc_12553,Rotor Dynamic Analysis of Geared Shaft Systems,"Analysis of the gear system as rotors is a very challenging problem because the system is a composite rotor; therefore possesses very complicated dynamic behavior. For example, the whirling motion and critical speed of the system has to be found by considering all the rotors in the system as well as interactions between them, which makes the solution process as well as proper interpretation of the solution extremely complicated. Complex variable approach, which is proposed for the analysis of a single rotor system, is very powerful for this purpose. The approach is expanded to the analysis of combined rotor system to apply it to the gear system analysis."
s2orc_12554,Demonstration of online educational modules with online experiments,"Emerging technologies provide the necessary support to develop online educational modules with online experiments through web platforms for educational and training frameworks. Combining design techniques and virtual and augmented reality, templates, contents and interfaces could improve users' analytical capabilities of perception and cognition, and allowing the development of more attractive online courses, while promoting the learning process. This paper briefly describes some relevant aspects of the platform flock.uc.pt under development, including some application examples. The authors intend to demonstrate the main characteristics of this platform, presenting some online educational modules with online experiments, including interaction through haptic devices."
s2orc_12555,Reliability of electrode wear compensation based on material removal per discharge in micro EDM milling,"Abstract This paper investigates the reliability of workpiece material removal per discharge (MRD) estimation for application in electrode wear compensation based on workpiece material removal. An experimental investigation involving discharge counting and automatic on the machine measurement of removed material volume was carried out in a range of process parameters settings from fine finishing to roughing. MRD showed a decreasing trend with the progress of the machining operation, reaching stabilization after a number of machined layers. Using the information on MRD and discharge counting, a material removal simulation tool was developed and validated."
s2orc_12556,Measurements of the velocity of plasma spread in switched thyristors,"The method employed in the measurement of plasma spreading velocity νs, in power thyristors and the results obtained are reported in detail. To induce νs to be primarily one-dimensional the thyristors wore rectangular in configuration with gate contacts to measure the arrival of the plasma, being placed at regular intervals around the rectangular (alloyed) cathode. Gold-doped devices were compared with geometrically similar thyristors nominally gold free. Values of νs for gold-doped thyristors were persistently, though not always, lower. The current gain of the constituent transistors has also been measured and attempts are made to correlate these to the measured νs values. The currant, gains, particularly of the n-p-n section, prevailing in the ‘ off ’ region of a thyristor during a switch-on transient are contrasted with those obtaining during current gain measurements and are thought to be responsible, in conjunction with the lowered life-time in the wide n-basr regoin of the p-n-p section, for the low..."
s2orc_12557,"Information processing apparatus, information processing system, method for controlling information processing apparatus, and storage medium","An information processing apparatus includes a web browser which receives screen data from a web server on a network and display a screen based on the screen data, and a storage unit which stores a script used to acquire information stored in an external apparatus on the network. The information processing apparatus determines whether the screen to be displayed by the web browser is an information input screen for receiving an input of information from a user, and executes the script stored in the storage unit in response to the determination in which the screen to be displayed by the web browser is the information input screen."
s2orc_12558,"Comparing soluble to controlled-release nitrogen fertilizers: storage cabbage yield, profit margins, and N use efficiency1","Optimizing N fertilizer applications involves maximizing N use efficiency (NUE) while minimizing losses but depends on complex interactions of crop, soil, weather, and management practices. One approach may be to use controlled-release fertilizer (CRF) that synchronize N availability with plant demand. A field experiment at two Ontario locations from 2007-2009 compared split-applied ammonium nitrate (ANs) to pre-plant applied poly-coated urea and soluble N at a ratio of 75:25 (PCU) at five N rates on late-season, storage cabbage (Brassica oleracea L. var. capitata). Maximum yield and profit margins were obtained at avg. 286 and >300 kg N ha-1, but few differences among sources were observed. Compared to ANs, PCU did not affect plant N content nor did PCU reduce soil nitrate or NUE, which indicates little differences in risk of environmental N losses between N sources. Dissolution from mesh bags indicated 5-25% of various PCU formulations remained by harvest but 5-10% remained by spring, which suggests con..."
s2orc_12559,Study on the Field Control Effects of 25% Cabrio EC Against Banana Black Spot,"[Objective] The aim was to provide the scientific basis for application of 25% Cabrio EC in the production.[Method] With Baxi 2 as tested banana variety,the field control effects of 25% Cabrio EC with different concentrations against banana black spot were studied.[Result] With the extension of spraying time,the average disease index reduced,the control effect increased,and banana grew normally,without any injury.25% Cabrio EC with 1 000,1 500 and 2 000 times liquid had the better control effects against banana black spot than 25% Tilt EC.The control effects of 25% Cabrio EC with different concentrations had no significant differences.[Conclusion] The optimum concentration of 25% Cabrio EC was 1 500 to 2 000 times liquid,and the best amount was 750 L/hm2."
s2orc_12560,Mental models in propositional reasoning and working memory's central executive,"We examine the role of working memory's central executive in the mental model explanation of propositional reasoning by using two working memory measures: the classical “reading span” test by Daneman and Carpenter (1980) and a new measure. This new “reasoning span” measure requires individuals to solve very simple anaphora problems, and store and remember the word solution in a growing series of inferential problems. We present one experiment in which we check the involvement of the central executive in conditional and disjunctive inference tasks and compare predictions of the new reasoning span test with those of the classical reading span test. The results of the experiment confirm that reasoning responses, which according to mental model theory require high cognitive work, are predicted by working memory measures. Results also show that some reasoning responses are probably obtained by means of superficial biases or strategies that do not load working memory. The reasoning span test, which involves the..."
s2orc_12561,"Agraphia in patients with frontotemporal dementia and parkinsonism linked to chromosome 17 with P301L MAPT mutation: dysexecutive, aphasic, apraxic or spatial phenomenon?","Objectives: Patients with frontotemporal dementia and parkinsonism linked to chromosome 17 (FTDP-17) may be agraphic. The study aimed at characterizing agraphia in individuals with a P301L MAPT mutation.Methods: Two pairs of siblings with FTDP-17 were longitudinally examined for agraphia in relation to language and cognitive deficits.Results: All patients presented with dysexecutive agraphia. In addition, in the first pair of siblings one sibling demonstrated spatial agraphia with less pronounced allographic agraphia and the other sibling had aphasic agraphia. Aphasic agraphia was also present in one sibling from the second pair.Conclusion: Agraphia associated with FTDP-17 is very heterogeneous."
s2orc_12562,Research of childhood asthma and serum IgE in mycoplasma pneumoniae infected children,"Objective To discuss the relevance of mycoplasma pneumoniae(MP) infection and serum IgE in asthmatic children.Methods Serum MP-IgM and IgE levels were detected in 450 respiratory infection patients(186 of bronchial asthma,264 of pneumonia) and 30 controls by passive agglutination test and particle enhanced immunoturbidimetric assay respectively.Results The serum IgE of mycoplasma pneumoniae patients was significantly higher than that of controls(P0.01) and nonmycoplasma pneumoniae infection(P0.01).The IgE level of asthmatic children was higher than that of controls.Conclusion Serum MP-IgM is elevated with the growth of age and correlative to mycoplasma pneumoniae infection in asthmatic children.Serum IgE is also correlative to asthma pathogenesy in children."
s2orc_12563,An Analytical Framework and Supervision System for Chinese Government to Protect Food Quality and Safety,"Food quality and safety has been the focal point of the government as well as the general public in China,thus constituting a hard nut to crack for the Chinese government. The sticking point of the problem lies in the government's lacking a comprehensive and dynamic analytical framework for the protection of food quality and safety. Thus,such a framework,based on the dynamic interactions among the public emergency,risks and crisis involving food quality and safety,is of tremendous theoretical and practical significance to the protection of food quality and safety in China. In the light of this analytical framework,the construction of a triune regulatory system to comprehensively address the risks,emergency and crisis concerning food quality and safety constitutes a fundamental way to guarantee the food quality and safety in China."
s2orc_12564,Fear-motivated vicious-circle behavior maintained through secondary punishment,"Two experiments attempted to establish vicious-circle behavior through fear motivation combined with secondary punishment. In Experiment 1, rats were trained with two CSs, a tone and a buzzer, paired with shock in different contexts. Secondary punishment based on delay and trace conditioning procedures facilitated running in fear-motivated rats, relative to four control groups. In Experiment 2, rats were given pairings of a tone CS with shock, and a buzzer CS with a drop into a water tank. Fear-motivated rats which received secondary punishment during either 33% or 100% of test trials exhibited self-punitive running relative to a nonpunished (0%) group and a backward-conditioning control group. Results indicate that “all secondary” vicious-circle behavior can be established through Pavlovian conditioning, thus supporting a conditioned fear interpretation."
s2orc_12565,Improving bag-of-words scheme for scene categorization,"Abstract Bag-of-words (BoW) representation becomes one of the most popular methods for representing image content and has been successfully applied to object categorization. This paper uses the newly proposed statistics of word activation forces (WAFs) to reduce the redundancy in the codebook used in the BoW model. In such a way, the representation of image features is improved. In addition, the authors propose a method using soft inverse document frequency (Soft-IDF) to optimize BoW based image features. Given visual words and the dataset, each visual word appears in different amount of images and also different times in each particular image. Some of the visual words appear rare in contrary to the frequent ones. The proposed method balances this case. Experiments show encouraging results in scene categorization by the proposed approach."
s2orc_12566,Current gain in polysilicon emitter transistors,"The common-emitter current gain β in a shallow polysilicon emitter transistor is derived by solving the minority-carrier transport equation in the silicon-polysilicon structure. Coupled With the majority-carrier transport, an equation for the current gain is obtained which depends on the physical properties of the polysilicon as well as the silicon emitter and base doping profiles. The calculations are based on the carrier trapping model proposed in the literature and ignore any minority-carrier recombinations. The model predicts the current gain of a polysilicon emitter transistor increases at low current and high temperature and approaches that of a conventional metal contact transistor at high current and low temperature. This is due to the potential barrier across the grain boundaries, while impeding the majority-carrier flow, inject minority carriers as a bias is developed across the grain boundaries. It also predicts a decrease in cutoff frequency f T due to minority carriers stored in the polysilicon."
s2orc_12567,A DNA-Reacting Factor in Serum of a Patient with Lupus Erythematosus Diffusus.∗,"ConclusionsWhile further investigations are in progress, the following conclusions may be provisionally drawn: 1) in serum of a patient with acute Lupus Erythematosus diffusus a factor has been found specifically reacting with purified DNA; 2) this factor does not discriminate between DNAs from different sources and species; 3) under usual criteria it seems to behave like an antibody; 4) the positive reaction of this peculiar serum against a treponemic extract appears to be due to the presence of desoxypentose nucleic acids in the extract. 5) It has not been possible to test whether the serum of this patient, which gave a strongly positive L. E. phenomenon, would retain this ability after absorption with DNA; hence it is impossible now to decide how closely this factor is related to the Hargrave Haserick's globulin. Because no reactivity against DNA was demonstrated in 8 other patients with a positive L.E. phenomenon, the DNA reacting factor of this peculiar serum might be regarded as an occasional expres..."
s2orc_12568,Research on Coal Quality and Coking Characteristics of the Imported Australian Coking Coal,"Through the quality detection, coal petrographic analysis and 20kg testing coke oven experiment on the two imported Australian coking coal, which are called Norwich Park coal and Peak Downs coal, study has been made on their coal quality and coking charateristics. It is found that they are all low ash, low sulphur, single seam and stable quality coal, and are beneficial to the stability of coke after coal blending and coke making. The coking characteristics of Peak Downs coal is similar to the domestic Liuwan coal, and the coking characteristics of Norwich Park coal is similar to the domestic Hengshan coal and Qixian coal."
s2orc_12569,Selective oxidation of methionine residues in prion proteins.,"Prion proteins are central to the pathogenesis of several neurodegenerative diseases through the postulated conversion of the endogenous cellular isoform (PrPc) into a pathogenic isoform (PrPSc). Although the cellular function of normal prion protein remains unresolved a number of studies have shown that prion proteins may be involved in the cellular response to oxidative stress. Here, using purified recombinant sources of mouse and chicken PrP refolded in the presence of copper (II) we show that the methionine residues of the protein are uniquely susceptible to oxidation. We suggest that Met residues may form an essential part of the mechanism of the antioxidant activity exhibited by normal prion protein."
s2orc_12570,Likelihood-based regularization and differential log-likelihood in kernel-based topographic map formation,"Two new principles for kernel-based density estimation and kernel-based topographic map formation are introduced: likelihood-based regularization and differential log-likelihood. The former makes that every kernel has an equal probability of generating data points. The differential log-likelihood is an unbiased metric with which to judge the quality of the density estimate. We apply these principles to kernel-based topographic map formation based on log-likelihood maximization. We restrict ourselves to Gaussian kernels and homogeneous, homoscedastic mixings. We show that the negative log-likelihood equals the quantization error of the map up to a scale factor"
s2orc_12571,On photoinduced miniemulsion polymerization of butyl acrylate with clay,"The miniemulsion polymerizations (MiEPs) of butyl acrylate (BA) initiated by UV-light have been studied. The oil-soluble dibenzoyl peroxide was used as a photoinitiator. Furthermore, the effect of sodium montmorillonite on kinetics and BA miniemulsion stabilized by anionic sodium dodecylsulfate (SDS) and anionic cetyltrimethylammonium bromide (CTAB) was studied. The polymerization rate vs. conversion curve of the photoinduced MiEP of BA was described by two and four nonstationary rate intervals. Two rate intervals with one rate maximum was observed with CTAB and four nonstationary rate intervals with two rate maxima appeared with SDS. Variation of the rate of polymerization with conversion was discussed in terms of types of initiating radicals and the gel effect."
s2orc_12572,Retrieval and comparison processes in part-whole decisions,"Abstract Undergraduate students were presented with word pairs (e.g., egg-yolk) and were timed as they decided whether one word named part of the thing named by the other word. In Experiment 1, “no” responses to nonpart pairs (e.g., fish-flaps) were slowed by the similarity of the stimulus part (flaps) to a part that the stimulus object did possess (fins). This suggested that decisions were made by retrieving parts of the stimulus object from memory and comparing them to the stimulus part. Whereas the parts used as stimuli in Experiment 1 were nonspecific, belonging to several different types of object (e.g., wheel), those selected for Experiment 2 were specific to a single type of object (e.g., thumb). In Experiment 2, “no” responses to nonpart pairs (e.g., foot-thumb) were slowed by similarity of the stimulus object (foot) to an object that the stimulus part (thumb) belonged to (hand). This suggested that decisions were made by retrieving the object to which the stimulus part belonged and comparing it t..."
s2orc_12573,CONTINUOUSLY PREDICTING CRASH SEVERITY,"A preliminary version of a frontal impact crash sensing algorithm capable of continuously predicting the severity of a crash in real time is described. This kind of algorithm could be used to control an airbag system with a variable output inflator, which supplies a variable amount of gas into the airbag on demand. The algorithm consists of two parts linked in series. The first part categorizes the class of an event. The second part predicts the severity of the crash using a function of the occupant free flight displacement and time. Linear regression and neural network analyses were performed separately to determine the coefficients for the severity function of each crash mode. The algorithm was implemented in Simulink and validated with test data. While both analyses achieved reasonably good correlation between the severity of each event and its corresponding severity function, the neural network analysis generally provided a better correlation. For the covering abstract see ITRD E825082."
s2orc_12574,Sequence-directed DNA export guides chromosome translocation during sporulation in Bacillus subtilis,"In prokaryotes, the transfer of DNA between cellular compartments is essential for the segregation and exchange of genetic material. SpoIIIE and FtsK are AAA+ ATPases responsible for intercompartmental chromosome translocation in bacteria. Despite functional and sequence similarities, these motors were proposed to use drastically different mechanisms: SpoIIIE was suggested to be a unidirectional DNA transporter that exports DNA from the compartment in which it assembles, whereas FtsK was shown to establish translocation directionality by interacting with highly skewed chromosomal sequences. Here we use a combination of single-molecule, bioinformatics and in vivo fluorescence methodologies to study the properties of DNA translocation by SpoIIIE in vitro and in vivo. These data allow us to propose a sequence-directed DNA exporter model that reconciles previously proposed models for SpoIIIE and FtsK, constituting a unified model for directional DNA transport by the SpoIIIE/FtsK family of AAA+ ring ATPases."
s2orc_12575,Glutamate-induced ribosomal disaggregation and ultrastructural changes in rat cortical neuronal culture: protective effect of horse serum,"Differentiated primary cortical neuronal cultures of rat were exposed for 5 min to 0.1 and 1.0 mM glutamate. In cultures maintained in serum-free medium after glutamate exposure, ribosomes completely disaggregated and neurons died within 24 h already after 0.1 mM glutamate. Addition of 5% horse serum to the culture medium prevented both ribosomal disaggregation and neuronal death even after exposure to 1.0 mM glutamate. Glutamate toxicity in vitro requires removal of serum-associated growth factors from the incubation medium and, therefore, may not be representative for neuronal vulnerability in vivo."
s2orc_12576,In Search of the Experience Economy,"Within the framework of the joint Nordic project “In Search of the Experience Economy"", an event study of a comparative nature has been carried out. The study consisted of a quantitative element and a qualitative element. The quantitative element involved interview studies among event visitors to 19 selected events. The aim of these studies included surveying event visitors with regard to a number of background variables such as age, gender and place of residence. The studies also answered questions such as the length of stay of touris ts, their consumption pattern, activities at the destination, etc. In total, almost 9,200 interviews were assembled during the period May to November 2005."
s2orc_12577,Balancing Straight-Line Programs,"It is shown that a context-free grammar of size $m$ that produces a single string $w$ (such a grammar is also called a string straight-line program) can be transformed in linear time into a context-free grammar for $w$ of size $\mathcal{O}(m)$, whose unique derivation tree has depth $\mathcal{O}(\log |w|)$. This solves an open problem in the area of grammar-based compression. Similar results are shown for two formalism for grammar-based tree compression: top dags and forest straight-line programs. These balancing results are all deduced from a single meta theorem stating that the depth of an algebraic circuit over an algebra with a certain finite base property can be reduced to $\mathcal{O}(\log n)$ with the cost of a constant multiplicative size increase. Here, $n$ refers to the size of the unfolding (or unravelling) of the circuit."
